"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 07 17:26:26 GMT 2025","Fri Feb 07 17:27:02 GMT 2025","35987","Gradle suite","Gradle test","tech.romashov.features.SelenoidTests","tech.romashov.features.SelenoidTests","itWorks","itWorks",""
